Year,Player,Result,Min,Gls,Ast,PK,Sh,SoT,CrdY,CrdR,Int,TklW,SoTA,GA,Saves,Save%,CS,is_goalkeeper
2012,Zlatan Ibrahimović,27-8-11,"4,065",35.0,0.0,12.0,,,6.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0
2012,Xabi Alonso,43-7-3,"4,576",4.0,0.0,1.0,,,19.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0
2012,Yaya Touré,33-7-6,"3,860",10.0,9.0,0.0,,,12.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0
2012,Mesut Özil,43-5-4,"3,966",10.0,3.0,1.0,,,5.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0
2012,Wayne Rooney,32-7-7,"3,917",35.0,4.0,9.0,,,2.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0
2013,Cristiano Ronaldo,33-10-9,"4,336",47.0,2.0,6.0,,,12.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0
2013,Lionel Messi,35-11-5,"4,062",59.0,0.0,5.0,,,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0
2013,Franck Ribéry,38-4-2,"3,389",13.0,4.0,0.0,,,4.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0
2013,Zlatan Ibrahimović,33-10-6,"4,305",37.0,3.0,6.0,,,11.0,2.0,,,0.0,0.0,0.0,0.0,0.0,0
2013,Neymar,5-0-0,410,4.0,2.0,0.0,,,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0
2013,Andrés Iniesta,36-9-7,"3,760",4.0,0.0,0.0,,,5.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0
2013,Robin van Persie,37-6-6,"3,990",34.0,11.0,4.0,,,8.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0
2013,Arjen Robben,26-0-2,"1,984",9.0,1.0,0.0,,,2.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0
2013,Gareth Bale,24-13-10,"4,131",28.0,4.0,2.0,,,10.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0
2013,Andrea Pirlo,35-9-8,"4,629",7.0,5.0,1.0,,,8.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0
2013,Radamel Falcao,23-7-8,"3,255",30.0,0.0,9.0,,,9.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0
2013,Yaya Touré,25-10-8,"3,818",13.0,6.0,1.0,,,10.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0
2013,Robert Lewandowski,26-15-9,"4,223",36.0,2.0,4.0,,,3.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0
2013,Philipp Lahm,38-5-3,"4,017",0.0,1.0,0.0,,,5.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0
2013,Xavi,37-7-6,"3,946",6.0,3.0,1.0,,,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0
2014,Cristiano Ronaldo,36-9-5,"4,303",58.0,1.0,8.0,,,8.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0
2014,Lionel Messi,30-9-5,"3,643",42.0,0.0,10.0,,,2.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0
2014,Arjen Robben,37-5-3,"3,186",21.0,3.0,1.0,,,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0
2014,Thomas Müller,42-6-5,"3,712",25.0,3.0,5.0,,,2.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0
2014,Philipp Lahm,40-6-4,"4,209",1.0,2.0,0.0,,,3.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0
2014,Neymar,30-7-6,"3,132",21.0,1.0,2.0,,,9.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0
2014,James Rodríguez,25-11-5,"3,208",15.0,3.0,3.0,,,3.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0
2014,Toni Kroos,41-6-5,"4,063",4.0,4.0,0.0,,,7.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0
2014,Ángel Di María,40-8-4,"3,776",8.0,1.0,0.0,,,7.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0
2014,Diego Costa,34-7-7,"3,812",35.0,0.0,6.0,,,9.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0
2014,Gareth Bale,30-5-6,"3,041",22.0,1.0,0.0,,,3.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0
2014,Zlatan Ibrahimović,34-8-5,"3,928",40.0,2.0,8.0,,,8.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0
2014,Yaya Touré,31-7-11,"4,095",21.0,10.0,6.0,,,9.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0
2014,Mario Götze,35-7-5,"2,773",18.0,1.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0
2015,Lionel Messi,54-7-8,"6,157",62.0,31.0,8.0,17.0,6.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2015,Cristiano Ronaldo,42-5-9,"4,848",66.0,19.0,14.0,20.0,10.0,7.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0
2015,Neymar,52-3-7,"5,035",48.0,11.0,1.0,8.0,3.0,11.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2015,Robert Lewandowski,38-10-8,"4,599",32.0,11.0,1.0,128.0,56.0,2.0,0.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,0
2015,Luis Suárez,36-4-5,"3,713",26.0,19.0,0.0,,,7.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0
2015,Thomas Müller,41-8-9,"4,367",27.0,15.0,7.0,107.0,49.0,3.0,0.0,16.0,21.0,0.0,0.0,0.0,0.0,0.0,0
2015,Eden Hazard,39-16-6,"5,153",21.0,11.0,7.0,90.0,38.0,4.0,0.0,27.0,26.0,0.0,0.0,0.0,0.0,0.0,0
2015,Andrés Iniesta,35-4-7,"3,159",3.0,6.0,0.0,7.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0
2015,Alexis Sánchez,38-13-12,"5,242",28.0,12.0,0.0,134.0,52.0,6.0,0.0,41.0,51.0,0.0,0.0,0.0,0.0,0.0,0
2015,Zlatan Ibrahimović,24-12-5,"3,367",36.0,9.0,12.0,22.0,8.0,7.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2015,Yaya Touré,28-8-11,"3,833",13.0,1.0,3.0,97.0,30.0,8.0,1.0,23.0,30.0,0.0,0.0,0.0,0.0,0.0,0
2015,Sergio Agüero,27-11-14,"3,890",40.0,10.0,8.0,157.0,67.0,9.0,0.0,13.0,19.0,0.0,0.0,0.0,0.0,0.0,0
2015,Javier Mascherano,49-4-8,"5,165",0.0,2.0,0.0,1.0,0.0,14.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0
2015,Paul Pogba,29-12-7,"3,831",12.0,7.0,0.0,,,9.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0
2016,Cristiano Ronaldo,40-12-7,"5,242",56.0,14.0,8.0,362.0,149.0,3.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0
2016,Lionel Messi,43-10-6,"4,992",49.0,25.0,5.0,214.0,102.0,6.0,0.0,7.0,15.0,0.0,0.0,0.0,0.0,0.0,0
2016,Antoine Griezmann,46-10-11,"5,205",37.0,7.0,2.0,142.0,74.0,6.0,0.0,66.0,72.0,0.0,0.0,0.0,0.0,0.0,0
2016,Luis Suárez,40-7-6,"4,766",55.0,24.0,3.0,167.0,86.0,12.0,0.0,12.0,27.0,0.0,0.0,0.0,0.0,0.0,0
2016,Neymar,41-6-6,"4,670",33.0,16.0,7.0,159.0,75.0,12.0,0.0,16.0,36.0,0.0,0.0,0.0,0.0,0.0,0
2016,Gareth Bale,27-6-7,"3,115",24.0,12.0,0.0,146.0,61.0,4.0,0.0,31.0,19.0,0.0,0.0,0.0,0.0,0.0,0
2016,Riyad Mahrez,26-14-4,"3,548",19.0,15.0,4.0,86.0,39.0,1.0,0.0,39.0,42.0,0.0,0.0,0.0,0.0,0.0,0
2016,Jamie Vardy,29-13-6,"3,824",28.0,6.0,5.0,123.0,56.0,8.0,1.0,19.0,35.0,0.0,0.0,0.0,0.0,0.0,0
2016,Pepe,28-8-6,"3,749",1.0,1.0,0.0,18.0,8.0,8.0,0.0,94.0,42.0,0.0,0.0,0.0,0.0,0.0,0
2016,Pierre-Emerick Aubameyang,38-9-7,"4,427",42.0,10.0,5.0,150.0,70.0,4.0,0.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0
2016,Zlatan Ibrahimović,43-9-8,"4,897",54.0,18.0,7.0,242.0,114.0,4.0,0.0,16.0,21.0,0.0,0.0,0.0,0.0,0.0,0
2016,Paul Pogba,45-8-8,"5,207",10.0,15.0,1.0,156.0,48.0,12.0,0.0,62.0,96.0,0.0,0.0,0.0,0.0,0.0,0
2016,Arturo Vidal,43-10-7,"4,333",12.0,12.0,2.0,95.0,39.0,15.0,0.0,68.0,104.0,0.0,0.0,0.0,0.0,0.0,0
2017,Cristiano Ronaldo,38-12-6,"4,906",53.0,14.0,8.0,256.0,94.0,6.0,0.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0,0
2017,Lionel Messi,41-7-8,"4,810",57.0,18.0,10.0,217.0,93.0,9.0,0.0,7.0,23.0,0.0,0.0,0.0,0.0,0.0,0
2017,Neymar,38-7-7,"4,572",26.0,26.0,5.0,125.0,52.0,18.0,1.0,16.0,46.0,0.0,0.0,0.0,0.0,0.0,0
2017,Luka Modrić,31-6-6,"3,420",1.0,4.0,0.0,31.0,12.0,4.0,0.0,68.0,31.0,0.0,0.0,0.0,0.0,0.0,0
2017,Sergio Ramos,35-10-5,"4,497",10.0,2.0,1.0,45.0,13.0,14.0,1.0,87.0,52.0,0.0,0.0,0.0,0.0,0.0,0
2017,Kylian Mbappé,31-7-7,"2,483",24.0,9.0,0.0,69.0,46.0,2.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0
2017,N'Golo Kanté,38-5-8,"4,136",2.0,1.0,0.0,28.0,8.0,12.0,0.0,84.0,85.0,0.0,0.0,0.0,0.0,0.0,0
2017,Robert Lewandowski,40-7-6,"4,559",54.0,9.0,14.0,196.0,77.0,6.0,0.0,18.0,14.0,0.0,0.0,0.0,0.0,0.0,0
2017,Harry Kane,25-7-9,"3,398",38.0,7.0,7.0,130.0,66.0,4.0,0.0,7.0,17.0,0.0,0.0,0.0,0.0,0.0,0
2017,Edinson Cavani,36-10-11,"4,716",54.0,6.0,9.0,177.0,78.0,8.0,0.0,19.0,21.0,0.0,0.0,0.0,0.0,0.0,0
2017,Isco,39-7-1,"2,518",13.0,10.0,0.0,40.0,18.0,5.0,0.0,21.0,38.0,0.0,0.0,0.0,0.0,0.0,0
2017,Luis Suárez,39-8-11,"4,911",38.0,22.0,1.0,141.0,66.0,15.0,1.0,15.0,18.0,0.0,0.0,0.0,0.0,0.0,0
2017,Kevin De Bruyne,34-12-10,"4,500",7.0,23.0,0.0,105.0,27.0,6.0,0.0,35.0,43.0,0.0,0.0,0.0,0.0,0.0,0
2017,Paulo Dybala,37-8-7,"3,587",19.0,9.0,6.0,113.0,41.0,5.0,1.0,23.0,19.0,0.0,0.0,0.0,0.0,0.0,0
1998,Fabien Barthez,24-7-13,"3,990",0,0.0,0,,,4,0,,,,33,,,11,1
2000,Fabien Barthez,22-5-6,"2,930",0,,0,,,4,0,,,,29,,,11,1
2000,Francesco Toldo,23-18-11,"4,710",0,,0,,,4,0,,,,40,,,13,1
2001,Oliver Kahn,28-9-11,"4,325",0,,0,,,7,1,,,,33,,,8,1
2002,Oliver Kahn,31-13-7,"4,590",0,,0,,,3,0,,,,23,,,24,1
2003,Gianluigi Buffon,26-13-8,"4,235",0,,0,,,2,0,,,,23,,,15,1
2003,Dida,27-11-9,"4,215",0,,0,,,0,0,,,,26,,,14,1
2005,Petr Čech,40-8-7,"4,980",0,0.0,0,,,0,0,,,,21,,,28,1
2006,Gianluigi Buffon,16-9-2,"2,426",0,,0,,,0,0,,,,13,,,10,1
2006,Jens Lehmann,28-11-12,"4,547",0,0.0,0,,,1,1,,,,34,,,19,1
2008,Iker Casillas,36-7-10,"4,800",0,,0,,,5,0,,,,36,,,19,1
2010,Iker Casillas,41-5-7,"4,770",0,,0,,,2,0,,,,39,,,19,1
2011,Iker Casillas,41-8-5,"4,801",0,0.0,0,,,4,1,,,,37,,,17,1
2012,Iker Casillas,44-7-3,"4,920",0,0.0,0,,,1,0,,,,32,,,20,1
2014,Manuel Neuer,42-5-5,"4,665",0,0.0,0,,,0,0,,,27.0,24,,88.9,21,1
2015,Manuel Neuer,40-8-11,"5,342",0,0.0,0,0.0,0.0,3,0,0.0,0.0,162.0,41,81.0,77.8,32,1
2016,Gianluigi Buffon,40-8-8,"5,048",0,0.0,0,0.0,0.0,2,0,1.0,0.0,126.0,36,110.0,79.4,31,1
2016,Rui Patrício,36-10-10,"4,964",0,0.0,0,0.0,0.0,4,2,1.0,1.0,42.0,43,37.0,52.4,22,1
2017,Gianluigi Buffon,35-10-7,"4,605",0,0.0,0,0.0,0.0,0,0,1.0,1.0,123.0,37,93.0,74.0,25,1
